cc_num,fraud_risk_score
60416207185,0.0375
60422928733,0.0
60423098130,0.11363636363636363
60427851591,0.0
60487002085,0.0
60490596305,0.0
60495593109,0.0
501802953619,0.0
501828204849,0.0
501831082224,0.0
501851115094,1.0
501882822387,0.0
501899453424,0.0
502012776709,0.0
502038091380,0.0
502049568400,0.0
503848303379,0.044444444444444446
503874407318,0.0
560881134780,0.0
561942763351,0.03663003663003663
565399283797,0.0
567868110212,0.0
568279015842,0.0
570273151375,0.0
571314334723,0.0
571365235126,0.0
571465035400,0.0
571844099986,0.0
573283817795,0.0
573860193545,0.02972972972972973
577588686219,0.0
577891228931,1.0
580954173374,0.0
581293083266,0.0
581508178315,0.0
581686439828,0.023752969121140142
583699482621,0.0
584673555952,0.0
630412733309,0.0
630423337322,0.0
630424987505,0.0
630425673344,0.06465517241379311
630441765090,0.011904761904761904
630451534402,0.0
630469040731,0.0
630471368021,0.0
630484879808,0.0
639023984367,0.0
639030014711,0.0
639046421587,0.0
639077309909,0.0
639095706599,0.0
675909898057,0.0
675945690716,0.0
675961917837,0.0
675990301623,0.0
676102124465,0.01791044776119403
676118385837,0.0
676148621961,0.0
676173792455,0.0
676195318214,0.0
676234256292,0.12987012987012986
676245600876,0.0
676248282243,0.0
676275912597,0.0
676281772837,0.0
676292294938,0.0
676298633337,0.0
676308307625,0.0
676309913934,0.0
676314217768,0.0
676326610042,0.0
676369110710,0.0
676372984911,0.0
4006047418382,0.0
4026222041577,0.0
4066595222529,0.0
4076173495454,1.0
4079773899158,0.0
4103158249977,0.0
4149635823017,0.0
4158008602445,0.0
4169388510116,0.0
4186530744674,0.0
4189814094741,0.0
4195740185974,0.0
4198470814557,0.0
4220345354880,0.04580152671755725
4239436242473,0.0
4247921790666,0.03361344537815126
4259996134423,0.0
4260128500325,0.0
4279161831637,0.0
4294930380592,0.0
4306630852918,0.05405405405405406
4383521454815,0.07051282051282051
4393520897625,0.06896551724137931
4396682467723,0.0
4427805710168,0.0
4440581794652,0.0
4464457352619,0.0
4471568287204,0.0
4476840372112,0.0
4481131401752,0.0
4500002361389,0.03735632183908046
4505383113689,0.0
4538566639857,0.0
4561546772499,0.0
4561892980175,0.0
4562827002127,0.0
4585132874641,0.047058823529411764
4586260469584,0.0
4593569795412,1.0
4600155880464,0.0
4601636330889,0.0
4605902936394,0.0
4613314721966,0.0365296803652968
4623560839669,0.0
4640395708703,0.0
4642894980163,0.02932551319648094
4658117080136,0.0
4681699462969,0.017456359102244388
4683638447911,0.0
4687263141103,0.15384615384615385
4745996322265,0.0
4755696071492,0.0
4760122961662,0.0
4783226709001,0.0
4788103653396,0.04878048780487805
4806443445305,0.1625
4807552641361,0.0
4809701904914,0.0
4862293128558,0.0
4900628639996,0.0
4917226033950,0.10526315789473684
4957924165498,0.0
4981132848794,0.0
4988304376504,0.0
4990494243023,0.0
30011465039817,0.0
30026790933302,0.0
30029052116970,0.0
30030380240193,0.0
30033162392091,0.0
30042378430132,0.0
30044330818990,0.0
30074693890476,0.050955414012738856
30082025922891,0.0
30092964733035,0.0
30103132002433,0.0
30118423745458,0.0
30131826429364,0.029484029484029485
30135235368675,0.0
30143535920989,0.0
30143713661454,0.0650887573964497
30150717898388,0.0
30153452207526,0.0
30175986190993,0.0
30181367542315,0.0
30197398657930,0.0
30199621383748,0.0
30230540139182,0.0
30234966027947,0.0
30235268718158,0.0
30235438713303,0.0
30238755902988,0.0
30242921189660,0.0
30248898834493,0.0
30263540414123,0.0
30266994494236,0.0
30270432095985,0.0
30273037698427,0.0
30290551782700,0.0
30328384440870,0.02092050209205021
30343344410970,0.0
30344654314976,0.0
30357372465631,0.0
30360260465747,0.0
30364087349027,0.0
30371006069917,0.0
30373802285317,0.0
30376238035123,0.0
30404291151692,0.034482758620689655
30407675418785,0.01928374655647383
30408301059761,0.0
30427035050508,0.0
30428204673351,0.0
30434173205605,0.0
30442439074871,0.0
30446018552504,0.0
30487648872433,0.0
30491348102802,0.0
30501624614310,0.046012269938650305
30510856607165,0.0
30518196150127,0.0
30518206766474,0.0
30541100351706,0.0
30546453310167,0.0
30551643947183,0.0
30560609640617,0.0
30561214688470,0.027950310559006212
30570197515105,0.0
30596478689301,0.0
36078114201167,0.0
36153880429415,0.0
36192615525683,0.0
36360452125889,0.09090909090909091
36485887555770,0.0
36581538659449,0.0
36721445180895,0.05905511811023622
36722699017270,0.0
36890292963032,0.0
36913587729122,0.0
38014427445058,0.0
38052002992326,0.0
38057513087029,0.0
38199021865320,0.0
38295635583927,0.04
38530489946071,0.0
38544312728630,0.0
38580485618059,0.0
38588538868506,0.028070175438596492
38797410705641,0.039525691699604744
38817501916673,1.0
38859492057661,0.0
38947654498698,0.0
180011453250192,0.0
180014262259255,0.075
180017442990269,0.05625
180018375329178,0.0
180031190491743,0.03526448362720403
180036456789979,0.02631578947368421
180040027502291,0.0
180042946491150,0.0
180046165512893,0.0
180046617132290,0.0
180046765320457,0.0
180047222886866,0.07894736842105263
180048185037117,0.0
180049032966888,0.037037037037037035
180056173248083,0.0
180058696935600,0.0
180064817343047,0.04310344827586207
180065479077096,0.0
180067151859700,0.0
180067784565096,0.0
180068353086472,0.0
180069253480336,0.0
180072527505094,0.0
180081032825079,0.0
180084576295055,0.0
180084695172649,0.0
180094419304907,0.0
180094608895855,0.0
213102873001603,0.0
213107169859697,0.0
213112402583773,0.0
213113028819344,0.0
213113338379864,0.0
213114122496591,0.0440251572327044
213120463918358,0.0
213124978348176,0.0
213125815021702,0.04417670682730924
213126662687660,0.029535864978902954
213136802746375,0.0
213141712584544,0.0
213148039875802,0.0
213153151785052,0.0
213154573301411,0.0
213155997615567,0.0
213156747557083,0.0
213157767990030,0.0
213161231269724,0.0
213161293389774,0.0
213161869125933,0.0
213163860545705,0.0
213173753804333,0.0
213174467670432,0.0
213175487106448,0.0
213178765398315,0.0
213178850083780,0.0
213180742685905,0.0
213186334552049,0.0
213186551511454,0.08333333333333333
213186880359195,0.0
213191402330021,0.0
213193596103206,0.0
213195754007681,0.03587443946188341
213198837352314,0.0
213199865312311,0.0
340103199302564,0.0
340187018810220,1.0
340951438290556,0.041353383458646614
340953839692349,0.030303030303030304
341283058448499,0.0
341542810616333,0.0
341546199006537,0.05813953488372093
342035762534413,0.12941176470588237
342319985983023,0.0
342351256941125,0.0
342360239917375,0.0
342952484382519,0.0
343464013864032,0.0
343472729187663,0.049689440993788817
343668971234893,0.0
343746486082492,0.0
343819048608995,0.0
344342339068828,0.0
344709867813900,0.029227557411273485
345060451158891,0.0
345389171551808,0.0
345832460465610,0.0
345933964507467,0.0
346208242862904,0.0
346243940647414,0.0
346273234529002,0.0
347073228412010,0.061224489795918366
347612609554823,0.0
348253506557335,0.0
348379466427142,0.0
348789608637806,0.0
349612764943496,0.0
370348764075623,0.0
370612217861404,0.0
370818583810103,0.0
370877495212014,0.0
371009169330125,0.0
371034293500716,0.0
371226440126102,0.0
371284100299909,0.08609271523178808
371284424780634,0.0
371683116218417,0.11494252873563218
371985236239474,0.0
372246459334925,0.0502283105022831
372382441451095,0.0
372509258176510,0.0
372520049757633,0.015424164524421594
373043435942726,0.05806451612903226
373213026644490,0.1134020618556701
373905417449658,0.0
374125201044065,0.0
374238209524200,0.0
374497717543058,0.0
374656033243756,0.0
374821819075109,0.0
374930071163758,0.0
375082648741747,0.0
375237305371366,0.0
375248307838179,0.0
375534208663984,0.0
375767678113375,0.0
375848982312810,0.0
375904527651269,0.039735099337748346
375974680629816,0.0
376012912828093,0.0
376028110684021,0.022988505747126436
376262134119629,0.0
376445266762684,0.0
376656886990758,0.0
376944481517097,0.0
377026671291680,0.0
377113842678100,0.0
377234009633447,0.0
377264520876399,0.0
377550167323848,0.0
377654590313960,0.0
377834944388609,0.0
377895991033232,0.0
377993105397617,0.0
378006354724784,0.0
378262805520186,1.0
378278619832195,0.0
378858024506425,0.0
378904938837132,0.0
379141394109214,0.0
379897244598068,0.0
2222001896600109,0.0
2222157926772399,0.0
2224100459250597,0.0
2227671554547514,0.17582417582417584
2229378226512508,0.0
2229824890647120,0.0
2231186809828225,0.0
2233882705243596,0.0
2235335206132667,0.0
2235613922823698,0.0
2242542703101233,0.0
2248348993063230,0.0
2248735346244816,0.0
2252055259910912,0.0
2254799658404120,0.0
2254917871818484,0.0
2256234701263057,0.0
2260801330657968,0.0
2264937662466770,0.0
2266735643685262,0.0
2268221587779419,0.0
2269768987945882,0.0425531914893617
2274911989136158,0.0
2280870154157385,0.0
2283743876903625,0.0
2284059275940012,0.0
2285066385084291,0.0
2286236465059468,0.0
2288748891690227,0.1188118811881188
2288813824604479,0.03070175438596491
2291163933867244,0.0
2296006538441789,0.0
2297447006766555,0.0
2305336922781618,0.0
2318062975163331,0.0
2348245054386329,0.048672566371681415
2356276337669917,0.0
2358122155477959,0.0
2383461948823908,0.04189944134078212
2450829271795901,0.0
2454076758463217,0.0
2475085306462014,0.0
2512312531485080,0.0
2576709887791552,0.0
2610529083834453,0.0
2657850734909997,0.060240963855421686
2703186189652095,0.0
2706977570537524,0.0
2712209726293386,0.0
2713913904780408,0.0
2714019737356678,0.0
2719496466799416,0.0
2720012583106919,0.0
2720433095629877,0.0
2720830304681674,0.05952380952380952
2720894374956739,0.0625
3500165543009955,0.0
3500969075198072,0.0
3501365119557234,0.0
3501509250702469,0.0
3501942333500073,0.0
3502088871723054,0.0
3502377050801561,0.0
3504178999463051,0.0
3506040590383211,0.0
3506042666828517,0.0
3506592072985012,0.0
3508104404056005,0.0
3511058278399773,0.10588235294117647
3511378610369890,0.0
3512365128314616,0.025396825396825397
3513285035244624,0.0
3513506355699497,0.0
3513618443244549,0.014184397163120567
3514865930894695,0.0
3514897282719543,0.0
3517527805128735,0.0
3517814635263522,0.0
3518234918950662,0.0
3518669219150142,0.043478260869565216
3518758680062249,0.0
3519232971341141,0.0
3519607465576254,0.05063291139240506
3520550088202337,0.11875
3521417320836166,0.0
3521815216091574,0.0
3523843138706408,0.0
3523898249167098,0.0
3524574586339330,0.0
3525590521269779,0.0
3525668150756629,0.0
3526826139003047,0.0
3527063666782582,0.0
3527536963490470,0.0
3528231451607350,0.0
3528407217576457,0.0
3529597810116815,0.0
3529597930342630,0.0
3530503964418806,0.0
3531129874770000,0.0
3531606252458308,0.0
3533012926413100,0.022151898734177215
3533177016567295,0.0
3533742182628021,0.0
3533800906065217,0.0
3534093764340240,0.0
3534330126107879,0.0
3534718226968689,0.0
3535808924394848,0.0
3536818734263520,0.12941176470588237
3536918668124647,0.10344827586206896
3537797820923602,0.0
3538520143479972,0.0
3540017235499519,0.0
3540075240003197,0.0
3540210836308425,0.043478260869565216
3540862542587229,0.0
3541160328600277,0.0
3541554378551366,0.12371134020618557
3541687240161491,0.0
3542162746848552,0.0
3543299015720986,0.0
3543591270174051,0.029177718832891247
3543885983111461,1.0
3544606805704278,0.15053763440860216
3545109339866548,0.0
3545578418030657,1.0
3546674063249004,0.0
3546897637165774,0.0
3547336099599450,1.0
3547560454237873,0.0
3547574373318979,0.0
3549202406645667,0.0
3550554389581384,0.08421052631578947
3551217896304745,0.0
3551512895305309,0.0
3552581383553463,0.0
3553629419254918,0.0
3554818239968984,0.0
3554849923339851,0.0
3556613125071656,0.0
3557442674264531,0.0
3558652751678952,0.0
3558881852140592,0.0
3559160581764413,0.0
3559679414981506,0.0
3559723917628303,0.0
3560246577314524,0.0
3560318482131952,0.0
3560336828629935,0.0
3560697798177746,0.0
3560725013359375,0.0
3560797065840735,0.02412280701754386
3561212938177173,0.0
3561963695236764,0.0
3562264947797243,0.0
3562679455732797,0.0670391061452514
3563837241599446,0.0
3564182536169293,0.0
3564839259330465,0.016129032258064516
3565196229855512,0.0
3565414434959494,0.0
3565423334076143,0.0
3565943051129759,0.0
3565996340207976,0.0
3566094707272327,0.006564551422319475
3566373869538620,0.06097560975609756
3566875419572867,0.0
3567527758368741,0.0
3567697931646329,0.0
3567879740649740,0.04777070063694268
3568255211412877,0.0
3568736585751727,0.0
3572976568630035,0.0
3573030041201292,0.0
3573386445588324,0.0
3575540972310993,0.0
3575789281659026,0.021359223300970873
3576021480694169,0.0
3576144910346950,0.0
3576281490078437,0.0
3576431665303017,0.0
3576511691045060,0.0
3577578023716568,0.0
3577596616955856,0.0
3577663406369449,0.0
3577794103155425,0.0
3579200383632826,0.0
3581130339108561,0.0
3582402971899057,0.0
3582754887089201,0.0
3583093681934489,0.0
3583293909206278,0.0
3583635130604947,0.0
3583793405872580,0.0
3585052663373890,0.0
3585740823295298,0.0
3586008444788268,0.0
3586955669388457,0.0
3587044315915002,0.0
3587960728692500,0.037037037037037035
3589255887819806,0.0
3589289942931264,0.0
3590736522064285,0.0
3591919803438423,0.0
3592325941359225,0.0
3592931352252641,0.054878048780487805
3593118134380341,0.0
3593399694467427,0.0
3595111028444131,0.0
3595192916105588,0.030848329048843187
3596217206093829,0.0
3596357274378601,0.0
3597337756918966,0.0
3597926034019603,0.0
3597980945245815,0.10465116279069768
3598014571045296,0.0
3598215285024754,0.0
3598304579370089,0.0
3598634130286287,0.0
3598895972308782,0.0
3599237318576484,0.0
4003771737807706,0.04838709677419355
4003989662068504,0.0
4005676619255478,0.0
4010002218955876,0.0
4025612008285111,0.0
4048508450704760,0.0
4060579726528237,0.036290322580645164
4067137330196900,0.0
4069975342931683,0.0
4070511711385545,0.0
4099707841315751,0.0
4104312520615374,0.0
4116554952971686,0.0
4119762878330989,0.0
4124536010991657,0.125
4128027264554082,0.0
4129767952109660,0.0
4134456652433447,0.0
4147608975828480,0.0
4149238353975790,0.0
4155021259183870,0.023809523809523808
4157213332670159,1.0
4158758517677931,0.0
4158945090781624,0.0
4169759661243568,0.0
4170689372027579,0.0
4171397999167005,0.0
4173950183554608,0.0
4178097073221156,0.0
4179719215697782,0.0
4191109180926792,0.0
4195832462863385,0.0
4204237326785494,1.0
4228411452607671,0.0
4229733778084049,0.0
4239552724014407,0.0
4254074738931278,0.0
4260059589824237,0.0
4265776278887457,0.0
4266200684857219,0.0
4277232699798846,0.027649769585253458
4294040533480516,0.0
4302475216404898,0.0
4302480582202074,0.0
4306586894261180,0.0
4308156300921054,0.0
4328928491302401,0.0
4334230547694630,0.0
4335531783520911,0.0
4342532437704183,0.0
4344955088481397,0.0
4348786085525522,0.0
4364010865167176,0.0
4365382885912355,0.0
4377338765909719,0.023728813559322035
4378993458389626,0.0
4384910379661778,0.0
4412720572684931,0.0
4423489490781412,0.0
4424338559877976,0.0
4425161475596168,0.0
4428154703770710,0.0
